nome_agente_financeiro;cnpj_cpf_cliente_mascarado;nome_cliente;porte_cliente;valor_credito;valor_garantido;valor_desembolsado;data_solicitacao_outorga;municipio_investimento;uf_investimento;municipio_sede_cliente;uf_sede_cliente;outlier_credito
BRADESCO;**.*41.234/0001-**;EXPRESSO TLL LOGISTICA LTDA;Pequena;308896.21;247116,97;300000,0;2025-08-27;PIRACICABA;SP;PIRACICABA;SP;False
BRADESCO;**.*72.855/0001-**;GISELKE MALHAS LTDA;Pequena;259767.25;207813,8;250000,0;2025-08-27;GASPAR;SC;GASPAR;SC;False
BRADESCO;**.*84.269/0001-**;TOOME SERVICOS CONDOMINIAIS LTDA;Pequena;60732.11;48585,69;58400,0;2025-09-17;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*87.648/0001-**;RESIDENCIAL SENIOR LL ARACATUBA LTDA;Pequena;207986.69;166389,35;200000,0;2025-08-27;UBATUBA;SP;UBATUBA;SP;False
BRADESCO;**.*04.182/0001-**;ILANA SANTIAGO E SILVA ALVES SERVICOS DE ARQUITETURA E INTERIORES LTDA;Pequena;374376.04;299500,83;360000,0;2025-08-27;CUIABA;MT;CUIABA;MT;False
BRADESCO;**.*94.550/0001-**;ETICOMP LTDA;Pequena;498949.58;399159,66;475000,0;2025-08-27;MATEUS LEME;MG;MATEUS LEME;MG;False
BRADESCO;**.*46.993/0001-**;BIRO TRANSPORTES DE PIRANGI LTDA;Pequena;207986.69;166389,35;200000,0;2025-08-27;PIRANGI;SP;PIRANGI;SP;False
BRADESCO;**.*75.274/0001-**;MARIA ARCANJA RODRIGUES DE OLIVEIRA;Pequena;102121.46;81697,17;98200,0;2025-09-17;MONTE DO CARMO;TO;MONTE DO CARMO;TO;False
BRADESCO;**.*28.167/0001-**;GUILHERME DE ARAUJO NUNES;Pequena;102965.4;82372,32;100000,0;2025-08-27;GUARAI;TO;GUARAI;TO;False
BRADESCO;**.*46.638/0001-**;TERAPIA KIDS SERVICOS DE FISIOTERAPIA LTDA.;Pequena;259983.36;207986,69;250000,0;2025-08-27;NITEROI;RJ;NITEROI;RJ;False
BRADESCO;**.*26.425/0001-**;A G BOUTH BORGES LTDA;Pequena;315619.8;252495,84;303500,0;2025-09-17;CURUCA;PA;CURUCA;PA;False
BRADESCO;**.*45.998/0001-**;ADELIO FREIRE SOUZA;Pequena;59276.21;47420,97;57000,0;2025-08-27;JEQUIE;BA;JEQUIE;BA;False
BRADESCO;**.*27.261/0001-**;FOTO NOVA ATUAL COMERCIO DE PRODUTOS FOTOGRAFICOS E ARTIGOS DE PRESENT;Pequena;149958.4;119966,72;144200,0;2025-08-27;GUARULHOS;SP;GUARULHOS;SP;False
BRADESCO;**.*38.696/0001-**;FERREIRA NUNES COMERCIO E GESTAO LTDA;Pequena;318890.27;255112,22;306900,0;2025-09-17;IPATINGA;MG;IPATINGA;MG;False
BRADESCO;**.*05.629/0001-**;RMENEZES EMPREENDIMENTOS IMOBILIARIOS LTDA;Pequena;157563.03;126050,42;150000,0;2025-08-27;CAMPINA GRANDE DO SUL;PR;CAMPINA GRANDE DO SUL;PR;False
BRADESCO;**.*86.390/0001-**;DROGARIA LIDER CENTER;Pequena;183823.53;147058,82;175000,0;2025-08-27;IPIACU;MG;IPIACU;MG;False
BRADESCO;**.*29.754/0001-**;VALDINEI RODRIGUES LONDRINA;Pequena;168067.23;134453,78;160000,0;2025-08-27;LONDRINA;PR;LONDRINA;PR;False
BRADESCO;**.*84.295/0001-**;INTERPOSTES COMERCIO DE POSTES LTDA;Pequena;493968.39;395174,71;475000,0;2025-08-27;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*39.052/0001-**;F G NEGOCIOS IMOBILIARIOS LTDA;Pequena;113261.94;90609,55;110000,0;2025-08-27;CARDOSO;SP;CARDOSO;SP;False
BRADESCO;**.*16.237/0001-**;BFVI COMERCIO LTDA;Pequena;498949.58;399159,66;475000,0;2025-09-17;PORTO UNIAO;SC;PORTO UNIAO;SC;False
BRADESCO;**.*99.239/0001-**;JULIO CIAVOLELLA;Pequena;372145.19;297716,15;365000,0;2025-08-27;PEDRINHAS PAULISTA;SP;PEDRINHAS PAULISTA;SP;False
BRADESCO;**.*04.675/0001-**;PNG TECH LTDA;Pequena;285981.7;228785,36;275000,0;2025-08-27;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*06.513/0001-**;VIMES ATELIER LTDA;Pequena;493968.39;395174,71;475000,0;2025-09-17;ARMACAO DOS BUZIOS;RJ;ARMACAO DOS BUZIOS;RJ;False
BRADESCO;**.*01.027/0001-**;GARAVELO SERVICOS MEDICOS - EIRELI - ME;Pequena;296381.03;237104,82;285000,0;2025-08-27;JALES;SP;JALES;SP;False
BRADESCO;**.*88.888/0001-**;N FOICINHA RABELO;Pequena;102965.4;82372,32;100000,0;2025-08-27;APICUM-ACU;MA;APICUM-ACU;MA;False
BRADESCO;**.*35.710/0001-**;MARIANA NARDIN;Pequena;367647.06;294117,65;350000,0;2025-08-27;AMPARO;SP;AMPARO;SP;False
BRADESCO;**.*52.350/0001-**;W3CYBERSEC LTDA;Pequena;489085.67;391268,54;475000,0;2025-09-17;CARAPICUIBA;SP;CARAPICUIBA;SP;False
BRADESCO;**.*50.982/0001-**;CLINICA ORTOPEDICA SANTA MARCELINA LTDA;Pequena;395174.71;316139,77;380000,0;2025-08-27;SANTOS;SP;SANTOS;SP;False
BRADESCO;**.*11.863/0001-**;IDEALE CLINICA ODONTOLOGICA LTDA;Pequena;136439.27;109151,42;131200,0;2025-08-27;CUIABA;MT;CUIABA;MT;False
BRADESCO;**.*34.762/0001-**;AUTO ESCOLA BEDIM LTDA;Pequena;75707.15;60565,72;72800,0;2025-09-17;SANTO ANDRE;SP;SANTO ANDRE;SP;False
BRADESCO;**.*03.909/0001-**;SAO MARCOS SERVICOS MEDICOS LTDA;Pequena;252162.27;201729,82;244900,0;2025-08-27;JATAI;GO;JATAI;GO;False
BRADESCO;**.*89.027/0001-**;GSI COMERCIO DE FERRAMENTAS LTDA;Pequena;56156.41;44925,13;54000,0;2025-08-27;SAO JOSE DO RIO PRETO;SP;SAO JOSE DO RIO PRETO;SP;False
BRADESCO;**.*18.245/0001-**;EDUARDO PAIVA TRANSPORTES E SERVICOS LTDA;Pequena;252100.84;201680,67;240000,0;2025-09-17;JUNQUEIROPOLIS;SP;JUNQUEIROPOLIS;SP;False
BRADESCO;**.*32.308/0001-**;UP ONE TURISMO LTDA;Pequena;20391.52;16313,22;20000,0;2025-09-17;ENGENHEIRO COELHO;SP;ENGENHEIRO COELHO;SP;False
BRADESCO;**.*85.802/0001-**;BESTRA EQUIPAMENTOS INDUSTRIAIS LTDA;Pequena;263103.16;210482,53;253000,0;2025-09-17;PORTO ALEGRE;RS;PORTO ALEGRE;RS;False
BRADESCO;**.*60.382/0001-**;TOLY S PIZZA LTDA;Pequena;68635.61;54908,49;66000,0;2025-08-27;HORTOLANDIA;SP;HORTOLANDIA;SP;False
BRADESCO;**.*65.830/0001-**;FL CLIMATIZADORES E SERVICOS LTDA;Pequena;57196.34;45757,07;55000,0;2025-09-17;BIRIGUI;SP;BIRIGUI;SP;False
BRADESCO;**.*22.451/0001-**;VRS SERVICOS DE MANUTENCAO EM AVIARIOS LTDA;Pequena;139003.29;111202,63;135000,0;2025-08-27;ITABERAI;GO;ITABERAI;GO;False
BRADESCO;**.*15.299/0001-**;LUTITO TRANSPORTES LTDA;Pequena;146630.62;117304,5;141000,0;2025-09-17;BETIM;MG;BETIM;MG;False
BRADESCO;**.*67.447/0001-**;A. M. M. PEREIRA;Pequena;30889.62;24711,7;30000,0;2025-09-17;COUTO DE MAGALHAES;TO;COUTO DE MAGALHAES;TO;False
BRADESCO;**.*08.619/0001-**;SILVIA RIBEIRO DE FREITAS MOREIRA;Pequena;155990.02;124792,02;150000,0;2025-09-17;SAO JOSE DOS PINHAIS;PR;SAO JOSE DOS PINHAIS;PR;False
BRADESCO;**.*33.559/0001-**;J. SILVINO SERVICOS LTDA;Pequena;58690.28;46952,22;57000,0;2025-08-27;CANINDE;CE;CANINDE;CE;False
BRADESCO;**.*38.488/0001-**;D R GOMES INFORMATICA;Pequena;176788.69;141430,95;170000,0;2025-08-27;IPU;CE;IPU;CE;False
BRADESCO;**.*94.290/0001-**;BATISTA NERES EMPREENDIMENTOS E SERVICOS LTDA;Pequena;68311.58;54649,26;67000,0;2025-09-17;ALAGOINHAS;BA;ALAGOINHAS;BA;False
BRADESCO;**.*15.826/0001-**;J E ABANTO HUACCHA LTDA;Pequena;113261.94;90609,55;110000,0;2025-09-26;JUTAI;AM;JUTAI;AM;False
BRADESCO;**.*34.142/0001-**;LPV OCUPACIONAL CONSULTORIA E TREINAMENTO LTDA;Pequena;57196.34;45757,07;55000,0;2025-09-17;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*43.635/0001-**;ENSINO DE LINGUAS ABR LTDA;Pequena;367647.06;294117,65;350000,0;2025-09-17;FLORIANOPOLIS;SC;FLORIANOPOLIS;SC;False
BRADESCO;**.*68.632/0001-**;T C M BARBOSA;Pequena;157563.03;126050,42;150000,0;2025-09-17;CAMPINAS;SP;CAMPINAS;SP;False
BRADESCO;**.*80.513/0001-**;CENTRO EDUCACIONAL GERANDO VIDA LTDA;Pequena;151890.76;121512,61;144600,0;2025-09-17;SAO GONCALO;RJ;SAO GONCALO;RJ;False
BRADESCO;**.*36.993/0001-**;DEUSVALDO SANTOS DA SILVA;Pequena;155990.02;124792,02;150000,0;2025-09-17;LARANJAL DO JARI;AP;LARANJAL DO JARI;AP;False
BRADESCO;**.*13.566/0001-**;GUIMARAES CABRAL COMERCIO DE AUTOMOVEIS, MOTOS, PECAS E ACESSORIOS LTD;Pequena;105042.02;84033,62;100000,0;2025-09-17;TAUBATE;SP;TAUBATE;SP;False
BRADESCO;**.*36.233/0001-**;R S M INDUSTRIA DE AGRO RACOES LTDA;Pequena;334453.78;267563,02;318400,0;2025-09-17;IBICUI;BA;IBICUI;BA;False
BRADESCO;**.*58.386/0001-**;BOLOGNA SILVA MULTIMARCAS LTDA;Pequena;465094.73;372075,78;451700,0;2025-09-17;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*27.299/0001-**;BOOKINFO LTDA;Pequena;224052.72;179242,18;217600,0;2025-09-17;BARUERI;SP;BARUERI;SP;False
BRADESCO;**.*21.250/0001-**;SGG CONSTRUCOES E SERVICOS LTDA;Pequena;489085.67;391268,54;475000,0;2025-09-17;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*83.487/0001-**;AVANZI COMERCIO E CONSULTORIA EM COMUNICACAO LTDA;Pequena;415973.38;332778,7;400000,0;2025-09-17;BARUERI;SP;BARUERI;SP;False
BRADESCO;**.*36.015/0001-**;E. PEIXOTO DOS SANTOS LTDA;Pequena;79658.9;63727,12;76600,0;2025-09-17;ORIXIMINA;PA;ORIXIMINA;PA;False
BRADESCO;**.*42.822/0001-**;FINATECH COMPANY LTDA;Pequena;235440.93;188352,74;226400,0;2025-09-17;JUIZ DE FORA;MG;JUIZ DE FORA;MG;False
BRADESCO;**.*88.875/0001-**;LUIZ FELIPE ROCHA ME;Pequena;118697.48;94957,98;113000,0;2025-09-17;SAO JOAO DO PIAUI;PI;SAO JOAO DO PIAUI;PI;False
BRADESCO;**.*46.736/0001-**;A F AGUIAR COMERCIO DE TECIDOS E ARMARINHO LTDA;Pequena;280893.15;224714,52;275500,0;2025-09-17;BELEM;PA;BELEM;PA;False
BRADESCO;**.*53.148/0001-**;SANDRO ROBERTO DELFINO;Pequena;207986.69;166389,35;200000,0;2025-09-17;PORTO ALEGRE;RS;PORTO ALEGRE;RS;False
BRADESCO;**.*85.263/0001-**;TRINITY GESTAO E ASSESORIA LTDA;Pequena;50041.19;40032,95;48600,0;2025-09-17;GRAVATAI;RS;GRAVATAI;RS;False
BRADESCO;**.*14.066/0001-**;VERENILTON BALCANTE DE SOUZA POUSADA ME;Pequena;315099.83;252079,86;303000,0;2025-09-17;SAO SEBASTIAO;SP;SAO SEBASTIAO;SP;False
BRADESCO;**.*31.874/0001-**;J. J. DE OLIVEIRA NETO DROGARIA;Pequena;133855.02;107084,02;130000,0;2025-09-17;ESTRELA DE ALAGOAS;AL;ESTRELA DE ALAGOAS;AL;False
BRADESCO;**.*42.018/0001-**;LINUS MULTIMARCAS LTDA;Pequena;341386.55;273109,24;325000,0;2025-09-17;PORANGATU;GO;PORANGATU;GO;False
BRADESCO;**.*21.916/0001-**;MOGC COMERCIO VAREJISTA DE BEBIDAS LTDA;Pequena;311980.03;249584,02;300000,0;2025-09-17;CABO FRIO;RJ;CABO FRIO;RJ;False
BRADESCO;**.*95.483/0001-**;ESPACO BARBARA LOPES LTDA;Pequena;31919.28;25535,42;31000,0;2025-09-17;MARINGA;PR;MARINGA;PR;False
BRADESCO;**.*18.669/0001-**;PEDRO ANTONIO DA MOTA;Pequena;103993.34;83194,67;100000,0;2025-09-17;ITARARE;SP;ITARARE;SP;False
BRADESCO;**.*42.157/0001-**;DOM RIBEIRO BARBEARIA LTDA;Pequena;267158.9;213727,12;256900,0;2025-09-17;PRAIA GRANDE;SP;PRAIA GRANDE;SP;False
BRADESCO;**.*84.286/0001-**;M M ESPINDOLA;Pequena;51996.67;41597,34;50000,0;2025-09-17;MARIANOPOLIS DO TOCANTINS;TO;MARIANOPOLIS DO TOCANTINS;TO;False
BRADESCO;**.*99.186/0001-**;J HENRIQUE DE FRANCA;Pequena;126050.42;100840,34;120000,0;2025-09-17;TACAIMBO;PE;TACAIMBO;PE;False
BRADESCO;**.*85.074/0001-**;CYBER MIX COMERCIO LTDA;Pequena;207986.69;166389,35;200000,0;2025-09-17;SENADOR JOSE PORFIRIO;PA;SENADOR JOSE PORFIRIO;PA;False
BRADESCO;**.*05.759/0001-**;CHAPEMAX LTDA;Pequena;194012.61;155210,09;184700,0;2025-09-17;SANTO ANGELO;RS;SANTO ANGELO;RS;False
BRADESCO;**.*97.605/0001-**;D W COSTA MENDES;Pequena;183523.65;146818,92;180000,0;2025-09-17;PINHEIRO;MA;PINHEIRO;MA;False
BRADESCO;**.*69.767/0001-**;O KAYAMA;Pequena;111099.67;88879,74;107900,0;2025-09-17;AMAPA DO MARANHAO;MA;AMAPA DO MARANHAO;MA;False
BRADESCO;**.*45.461/0001-**;G S DOS SANTOS MATERIAS DE CONSTRUCAO;Pequena;207986.69;166389,35;200000,0;2025-09-17;FEIRA DE SANTANA;BA;FEIRA DE SANTANA;BA;False
BRADESCO;**.*89.662/0001-**;TRANSPORTADORA TRANSBIRA LTDA - ME;Pequena;275210.08;220168,06;262000,0;2025-09-17;SENGES;PR;SENGES;PR;False
BRADESCO;**.*55.171/0001-**;MC - SERVICOS DE DESPACHANTE LTDA;Pequena;411861.61;329489,29;400000,0;2025-09-17;ITABUNA;BA;ITABUNA;BA;False
BRADESCO;**.*92.764/0001-**;MARINGA SPORTWEAR COMERCIO DE CONFECCOES LTDA;Pequena;493749.92;394999,94;474789,92;2025-09-17;MARINGA;PR;MARINGA;PR;False
BRADESCO;**.*60.192/0001-**;REY DA SUCATA DE VENDAS LTDA;Pequena;124792.01;99833,61;120000,0;2025-09-17;UBAITABA;BA;UBAITABA;BA;False
BRADESCO;**.*23.327/0001-**;GSF LOCACAO DE MAQUINAS LTDA;Pequena;244384.36;195507,49;235000,0;2025-09-17;VILHENA;RO;VILHENA;RO;False
BRADESCO;**.*37.123/0001-**;JADIR DA SILVA JUNIOR;Pequena;192226.89;153781,51;183000,0;2025-09-17;RIO VERMELHO;MG;RIO VERMELHO;MG;False
BRADESCO;**.*34.974/0001-**;MPS NEGOCIOS IMOBILIARIOS LTDA.;Pequena;187188.02;149750,42;180000,0;2025-09-17;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*81.411/0001-**;WANY COMERCIO DE PRESENTES LTDA;Pequena;447171.38;357737,1;430000,0;2025-09-17;ARAXA;MG;ARAXA;MG;False
BRADESCO;**.*90.699/0001-**;J M MENEZES;Pequena;74355.24;59484,19;71500,0;2025-09-17;ARAGUAINA;TO;ARAGUAINA;TO;False
BRADESCO;**.*87.063/0001-**;JULIVAN CONFECCOES LTDA;Pequena;407830.34;326264,27;400000,0;2025-09-17;TAGUAI;SP;TAGUAI;SP;False
BRADESCO;**.*03.472/0001-**;T GUIMARAES DA SILVA SERVICOS MEDICOS;Pequena;98273.71;78618,97;94500,0;2025-09-17;IBOTIRAMA;BA;IBOTIRAMA;BA;False
BRADESCO;**.*40.594/0001-**;FARMACIA SANTA IZABEL LTDA.;Pequena;105042.02;84033,62;100000,0;2025-09-17;SANTA IZABEL DO OESTE;PR;SANTA IZABEL DO OESTE;PR;False
BRADESCO;**.*41.722/0001-**;SUEILA DAS NEVES ASSIS LTDA;Pequena;207986.69;166389,35;200000,0;2025-09-17;JATAI;GO;JATAI;GO;False
BRADESCO;**.*50.547/0001-**;DISTRIBUIDORA DE BEBIDAS E MERCEARIA SANTOS LTDA;Pequena;157563.03;126050,42;150000,0;2025-09-17;BARRA VELHA;SC;BARRA VELHA;SC;False
BRADESCO;**.*95.937/0001-**;GEOPLANT AGRICULTURA DE PRECISAO LTDA;Pequena;315126.05;252100,84;300000,0;2025-09-17;PIRACICABA;SP;PIRACICABA;SP;False
BRADESCO;**.*24.928/0001-**;BY SPEECH LTDA;Pequena;202787.02;162229,62;195000,0;2025-09-17;PIRACICABA;SP;PIRACICABA;SP;False
BRADESCO;**.*26.896/0001-**;AQUICULTURA MAXARANGUAPE LTDA;Pequena;226523.89;181219,11;220000,0;2025-09-17;PARNAMIRIM;RN;PARNAMIRIM;RN;False
BRADESCO;**.*32.028/0001-**;MANOEL CANDIDO SILVA CARVALHO;Pequena;311980.03;249584,02;300000,0;2025-09-17;VITORIA DA CONQUISTA;BA;VITORIA DA CONQUISTA;BA;False
BRADESCO;**.*09.600/0001-**;BULBOTECH COMERCIO DE ARTIGOS DE INFORMATICA LTDA;Pequena;89285.71;71428,57;85000,0;2025-10-03;PINDAMONHANGABA;SP;PINDAMONHANGABA;SP;False
BRADESCO;**.*88.682/0001-**;MIRIAM FREIRES DE OLIVEIRA;Pequena;53868.55;43094,84;51800,0;2025-09-17;RIO BRANCO;AC;RIO BRANCO;AC;False
BRADESCO;**.*90.664/0001-**;CONSTRUTORA PODER B. F. SOCIEDADE UNIPESSOAL LIMITADA;Pequena;174732.29;139785,83;169700,0;2025-09-17;GOIANIA;GO;GOIANIA;GO;False
BRADESCO;**.*15.975/0001-**;ALLEZI SANTOS DE BRITO;Pequena;203915.17;163132,14;200000,0;2025-09-17;JUAZEIRO;BA;JUAZEIRO;BA;False
BRADESCO;**.*46.220/0001-**;BON MAIS SERVICOS E EMPREENDIMENTOS LTDA;Pequena;177828.62;142262,9;171000,0;2025-09-17;SENHOR DO BONFIM;BA;SENHOR DO BONFIM;BA;False
BRADESCO;**.*58.669/0001-**;BESSA MATERIAIS DE CONSTRUCAO EIRELI;Pequena;259983.36;207986,69;250000,0;2025-09-17;CHACARA;MG;CHACARA;MG;False
BRADESCO;**.*87.556/0003-**;VITORIA SPA - INSTITUICAO DE LONGA PERMANENCIA PARA IDOSOS LTDA;Pequena;102965.4;82372,32;100000,0;2025-09-26;SAO JOSE DO RIO PRETO;SP;SAO JOSE DO RIO PRETO;SP;False
BRADESCO;**.*18.468/0001-**;LOJAS ENNE LTDA.;Pequena;175748.75;140599,0;169000,0;2025-09-17;PONTA GROSSA;PR;PONTA GROSSA;PR;False
BRADESCO;**.*50.181/0001-**;ANTONIO GONCALVES FERREIRA AUTO PECAS - ME;Pequena;51996.67;41597,34;50000,0;2025-09-17;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*86.725/0001-**;R SOUSA LTDA;Pequena;259983.36;207986,69;250000,0;2025-09-17;VALENCA DO PIAUI;PI;VALENCA DO PIAUI;PI;False
BRADESCO;**.*88.267/0001-**;ELLEN VITORIA DA SILVA MONTEIRO;Pequena;124792.01;99833,61;120000,0;2025-09-17;CUPIRA;PE;CUPIRA;PE;False
BRADESCO;**.*31.371/0001-**;THIAGO CESAR MAINARDES;Pequena;137744.7;110195,76;135100,0;2025-09-17;CURIUVA;PR;CURIUVA;PR;False
BRADESCO;**.*89.516/0001-**;LEAO DO NORTE LTDA;Pequena;136855.24;109484,19;131600,0;2025-09-17;PALMAS;TO;PALMAS;TO;False
BRADESCO;**.*16.569/0001-**;C. G. DA SILVA;Pequena;54411.76;43529,41;51800,0;2025-09-17;PRESIDENTE DUTRA;MA;PRESIDENTE DUTRA;MA;False
BRADESCO;**.*15.772/0001-**;VALDEMAR HOLSCHER TRANSPORTES;Pequena;157563.03;126050,42;150000,0;2025-09-17;DOIS VIZINHOS;PR;DOIS VIZINHOS;PR;False
BRADESCO;**.*53.705/0001-**;LUIZ GONZAGA GOMES PEREIRA;Pequena;51996.67;41597,34;50000,0;2025-09-17;VALPARAISO DE GOIAS;GO;VALPARAISO DE GOIAS;GO;False
BRADESCO;**.*76.355/0001-**;AGENCIA DE DESPACHOS RODRIGUES CICALE LTDA;Pequena;260819.33;208655,46;248300,0;2025-09-17;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*88.549/0001-**;L. C. SANCHES LTDA;Pequena;206946.76;165557,41;199000,0;2025-09-17;NOVO MUNDO;MT;NOVO MUNDO;MT;False
BRADESCO;**.*84.023/0001-**;COMERCIAL APARECIDA LTDA;Pequena;346638.66;277310,93;330000,0;2025-09-17;JOAO PESSOA;PB;JOAO PESSOA;PB;False
BRADESCO;**.*30.303/0001-**;WORKING PERSONAL CONSULTING SERVICOS LTDA - ME;Pequena;116491.6;93193,28;110900,0;2025-09-17;LUIS EDUARDO MAGALHAES;BA;LUIS EDUARDO MAGALHAES;BA;False
BRADESCO;**.*18.671/0001-**;ALAMBIQUE INHO PAULO LTDA;Pequena;157563.03;126050,42;150000,0;2025-09-17;MARAVILHAS;MG;MARAVILHAS;MG;False
BRADESCO;**.*36.194/0001-**;MURO ALTO RESTAURANTE MARULHOS LTDA;Pequena;207986.69;166389,35;200000,0;2025-09-17;IPOJUCA;PE;IPOJUCA;PE;False
BRADESCO;**.*20.021/0001-**;A V DE FRANCA - ME;Pequena;315126.05;252100,84;300000,0;2025-09-17;MANAUS;AM;MANAUS;AM;False
BRADESCO;**.*60.745/0001-**;GSM & OLIVEIRA TRANSPORTES LTDA;Pequena;315126.05;252100,84;300000,0;2025-09-17;SAO FIDELIS;RJ;SAO FIDELIS;RJ;False
BRADESCO;**.*96.123/0001-**;D. A. SILVA DIAS LTDA;Pequena;218386.02;174708,82;210000,0;2025-09-17;IGARAPE-ACU;PA;IGARAPE-ACU;PA;False
BRADESCO;**.*21.990/0001-**;M LOGISTICA TRANSPORTE E COMERCIO LTDA;Pequena;311980.03;249584,02;300000,0;2025-09-17;SAO LUIS;MA;SAO LUIS;MA;False
BRADESCO;**.*53.434/0001-**;SHEYLA ARTUR DE ANDRADE;Pequena;239184.69;191347,75;230000,0;2025-09-17;CAMPINAS;SP;CAMPINAS;SP;False
BRADESCO;**.*73.395/0001-**;DSN TRANSPORTE E TURISMO LTDA;Pequena;172524.96;138019,97;165900,0;2025-09-17;IPATINGA;MG;IPATINGA;MG;False
BRADESCO;**.*51.313/0001-**;R C SERVICOS ADMINISTRATIVOS LTDA;Pequena;132544.86;106035,89;130000,0;2025-09-17;MANAUS;AM;MANAUS;AM;False
BRADESCO;**.*07.243/0001-**;NATACHA BRUM GARCEZ LOCATELLI;Pequena;259983.36;207986,69;250000,0;2025-09-17;CAMPO GRANDE;MS;CAMPO GRANDE;MS;False
BRADESCO;**.*01.064/0001-**;ANTONIO ALEXANDRE DE MENEZES MICHEL;Pequena;220588.24;176470,59;210000,0;2025-09-17;ROSARIO DO SUL;RS;ROSARIO DO SUL;RS;False
BRADESCO;**.*32.377/0001-**;RB COMERCIO DE PECAS E ACESSORIOS LTDA;Pequena;228785.36;183028,29;220000,0;2025-09-17;GOIANIA;GO;GOIANIA;GO;False
BRADESCO;**.*88.095/0001-**;ALEXANDRO BATISTA COMERCIO E SERVICOS LTDA;Pequena;155990.02;124792,02;150000,0;2025-09-17;RIO MARIA;PA;RIO MARIA;PA;False
BRADESCO;**.*37.070/0001-**;LTDA;Pequena;291181.36;232945,09;280000,0;2025-09-17;MANAUS;AM;MANAUS;AM;False
BRADESCO;**.*77.326/0001-**;TRANSMAV TRANSPORTES LTDA;Pequena;262561.78;210049,42;255000,0;2025-09-17;BELO HORIZONTE;MG;BELO HORIZONTE;MG;False
BRADESCO;**.*93.252/0001-**;T G M DE SOUZA;Pequena;112153.34;89722,67;110000,0;2025-09-17;IRITUIA;PA;IRITUIA;PA;False
BRADESCO;**.*37.146/0001-**;N & G COMERCIO DE PRODUTOS OPTICOS LTDA;Pequena;367647.06;294117,65;350000,0;2025-09-17;BELEM;PA;BELEM;PA;False
BRADESCO;**.*63.143/0001-**;MAYBERG COLCHOES LTDA;Pequena;411861.61;329489,29;400000,0;2025-09-17;FORTALEZA;CE;FORTALEZA;CE;False
BRADESCO;**.*76.286/0001-**;TARANTO COMERCIO DE CHOCOLATES LTDA;Pequena;92668.86;74135,09;90000,0;2025-09-17;ILHABELA;SP;ILHABELA;SP;False
BRADESCO;**.*38.652/0001-**;GUINCHOS PESSALI EIRELI;Pequena;125000.0;100000,0;119000,0;2025-09-17;CHAPECO;SC;CHAPECO;SC;False
BRADESCO;**.*07.599/0001-**;E C A DE MELO CONSTRUCOES E SERVICOS LTDA;Pequena;411861.61;329489,29;400000,0;2025-09-17;POMBAL;PB;POMBAL;PB;False
BRADESCO;**.*87.006/0001-**;GILZA NASCIMENTO PENERA MOITINHO;Pequena;99937.6;79950,08;96100,0;2025-09-17;PALMAS DE MONTE ALTO;BA;PALMAS DE MONTE ALTO;BA;False
BRADESCO;**.*26.668/0001-**;SUPER DUPER ERECHIM COMERCIO DE ALIMENTOS LTDA;Pequena;431722.69;345378,15;411000,0;2025-09-17;ERECHIM;RS;ERECHIM;RS;False
BRADESCO;**.*25.866/0001-**;MEDEIROS PAI E FILHO LTDA;Pequena;493968.39;395174,71;475000,0;2025-09-17;QUISSAMA;RJ;QUISSAMA;RJ;False
BRADESCO;**.*30.227/0001-**;J F GOMES TRANSPORTES ME;Pequena;315126.05;252100,84;300000,0;2025-09-17;IMPERATRIZ;MA;IMPERATRIZ;MA;False
BRADESCO;**.*25.109/0001-**;FIORENZANO COMERCIO DE CALCADOS LTDA;Pequena;483937.4;387149,92;470000,0;2025-09-17;ALVORADA;RS;ALVORADA;RS;False
BRADESCO;**.*90.186/0001-**;L.S.X ENTREGAS RAPIDAS LTDA;Pequena;72795.34;58236,27;70000,0;2025-09-17;CAMPINAS;SP;CAMPINAS;SP;False
BRADESCO;**.*40.931/0001-**;G. S. DA SILVA REPARACAO;Pequena;94633.94;75707,15;91000,0;2025-09-17;ATIBAIA;SP;ATIBAIA;SP;False
BRADESCO;**.*86.267/0001-**;LEVIMPORT EXPORT LTDA;Pequena;484298.53;387438,82;475000,0;2025-09-26;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*54.581/0001-**;RISCO ZERO SOLUCOES AMBIENTAIS LTDA;Pequena;60543.66;48434,93;58800,0;2025-09-17;SENADOR CANEDO;GO;SENADOR CANEDO;GO;False
BRADESCO;**.*41.112/0001-**;ALEX FILHO SILVA DANTAS;Pequena;311980.03;249584,02;300000,0;2025-09-17;MONTE ALEGRE DE SERGIPE;SE;MONTE ALEGRE DE SERGIPE;SE;False
BRADESCO;**.*36.715/0001-**;WILSON MARCELO BUENO;Pequena;82372.32;65897,86;80000,0;2025-09-17;PORTO FELIZ;SP;PORTO FELIZ;SP;False
